Flight ID,Source airport,Destination airport,Departure time,Duration
2714,PBI,DFW,5.5,11.0
2715,PBI,TPA,2.0,0.0
2716,PBI,LAX,12.0,13.5
2717,PNS,ORD,6.0,0.0
2718,PNS,HOU,21.5,17.0
2719,PNS,DCA,20.5,1.0
2720,PNS,DFW,15.0,0.0
2721,PNS,CLT,19.0,8.5
2722,PNS,ATL,6.0,3.0
2723,RSW,CLE,9.5,15.5
2724,RSW,MCO,7.0,17.5
2725,RSW,DTW,19.0,0.0
2726,RSW,PIT,11.0,14.0
2727,RSW,CMH,19.5,13.0
2728,RSW,MDW,1.0,17.0
2729,RSW,BDL,10.0,1.5
2730,RSW,PHL,6.0,5.0
2731,RSW,DCA,11.5,17.0
2732,RSW,MKE,15.5,7.0
2733,RSW,ILG,1.5,5.5
2734,RSW,BWI,18.0,4.0
2735,RSW,ACY,20.0,0.0
2736,RSW,HPN,20.0,17.5
2737,RSW,ATL,17.5,11.5
2738,RSW,JFK,22.0,3.0
2739,RSW,TTN,21.0,12.0
2740,RSW,YYZ,8.0,8.0
2741,RSW,DEN,10.5,3.5
2742,RSW,CLT,0.5,16.0
2743,RSW,ORD,10.5,7.5
2744,TLH,MCO,6.5,7.5
2745,TLH,DCA,11.5,2.0
2746,TLH,MIA,7.0,15.5
2747,TPA,STL,0.5,14.0
2748,TPA,SJU,4.0,0.5
2749,TPA,PVD,19.0,1.5
2750,TPA,IAD,5.5,13.5
2751,TPA,MEM,15.0,13.5
2752,TPA,GRR,11.0,2.5
2753,TPA,PIT,20.0,2.0
2754,TPA,LGW,3.0,14.0
2755,TPA,GNV,20.0,7.5
2756,TPA,BDL,18.0,18.0
2757,TPA,PTY,19.0,0.5
2758,TPA,MKE,21.5,15.5
2759,TPA,SDF,10.0,1.5
2760,TPA,PHX,23.5,14.5
2761,TPA,SAT,13.5,3.5
2762,TPA,LGA,9.0,1.0
2763,TPA,ROC,19.0,9.0
2764,TPA,ZRH,11.5,1.0
2765,TPA,ILG,19.0,13.5
2766,TPA,BWI,16.5,14.0
2767,TPA,HPN,22.5,6.0
2768,TPA,MIA,13.5,14.5
2769,TPA,FLL,6.5,14.5
2770,TPA,BNA,13.0,10.0
2771,TPA,PNS,2.5,11.0
2772,TPA,JFK,17.5,9.5
2773,TPA,YYZ,19.5,18.5
2774,TPA,LAS,0.5,8.5
2775,TPA,CLT,1.5,1.0
2776,TPA,DFW,11.0,5.0
2777,TPA,MCI,4.0,4.5
2778,TPA,JAX,11.5,6.0
2779,TPA,ORD,11.5,18.5
2780,TPA,MSP,15.0,3.0
2781,TUP,GLH,16.0,8.5
2782,AMS,TUN,1.5,13.0
2783,AMS,VRA,16.0,0.0
2784,AMS,ABZ,22.5,9.0
2785,AMS,LUX,1.5,2.5
2786,AMS,CUR,22.5,1.5
2787,AMS,EWR,16.0,15.0
2788,AMS,NUE,19.5,1.0
2789,AMS,CAN,17.5,9.5
2790,AMS,BJV,15.0,13.0
2791,AMS,PVK,14.5,15.0
2792,AMS,RAK,10.0,12.0
2793,AMS,SMI,18.5,6.0
2794,AMS,CTA,0.5,10.5
2795,AMS,FCO,2.5,0.0
2796,AMS,VLC,13.5,2.0
2797,AMS,NCE,17.0,14.0
2798,AMS,PMI,16.0,9.5
2799,AMS,AUH,17.5,8.0
2800,AMS,TLV,20.0,2.0
2801,AMS,AES,1.5,6.0
2802,AMS,LPI,18.0,14.5
2803,AMS,SOF,12.0,8.5
2804,AMS,TRD,21.5,3.5
2805,AMS,YVR,12.5,7.0
2806,AMS,JKH,17.5,17.0
2807,AMS,JMK,16.0,5.5
2808,AMS,JRO,0.5,11.5
2809,AMS,SEA,9.0,18.0
2810,AMS,PVG,2.0,15.5
2811,AMS,LTN,21.5,4.5
2812,AMS,SKG,2.0,8.0
2813,AMS,LIS,7.0,0.5
2814,AMS,PRG,5.0,18.5
2815,AMS,BHX,7.5,17.0
2816,AMS,GCI,2.5,8.5
2817,AMS,SFB,21.0,15.0
2818,AMS,AMM,9.5,2.5
2819,AMS,ADB,17.5,0.5
2820,AMS,OTP,0.0,15.0
2821,AMS,HRE,7.0,6.5
2822,AMS,EDI,19.0,6.0
2823,AMS,HEL,0.5,15.0
2824,AMS,KWI,5.5,3.5
2825,AMS,TLS,5.5,4.5
2826,AMS,BKK,20.5,17.0
2827,AMS,GVA,8.0,2.0
2828,AMS,HOG,10.5,0.0
2829,AMS,UIO,20.0,15.5
2830,AMS,HGH,13.5,11.5
2831,AMS,GOT,0.5,9.0
2832,AMS,MLA,2.0,8.5
2833,AMS,INN,0.5,3.0
2834,AMS,DEL,22.5,12.5
2835,AMS,PBM,5.0,0.5
2836,AMS,ATH,10.0,1.5
2837,AMS,AYT,2.0,6.0
2838,AMS,SOU,12.0,11.0
2839,AMS,LHR,1.5,10.0
2840,AMS,ORD,4.0,14.0
2841,AMS,NTE,15.5,14.0
2842,AMS,CDG,5.0,6.0
2843,AMS,DTW,14.0,8.0
2844,AMS,ZTH,7.0,2.0
2845,AMS,JNB,10.0,10.5
2846,AMS,BON,2.0,16.5
2847,AMS,BFS,6.0,9.5
2848,AMS,TNG,7.0,0.0
2849,AMS,FRA,7.0,4.0
2850,AMS,PUJ,9.0,11.0
2851,AMS,PSA,12.5,13.0
2852,AMS,GIG,1.5,4.5
2853,AMS,GRO,23.5,0.5
2854,AMS,KEF,14.0,14.0
2855,AMS,FLR,18.5,17.5
2856,AMS,GDN,14.5,17.0
2857,AMS,FNC,5.5,5.5
2858,AMS,SUF,4.0,7.5
2859,AMS,SVO,23.0,17.5
2860,AMS,KIT,23.5,18.0
2861,AMS,KGS,14.0,4.0
2862,AMS,KIX,5.0,5.5
2863,AMS,DUS,22.5,1.0
2864,AMS,MAD,15.5,16.0
2865,AMS,INV,0.0,10.0
2866,AMS,DFW,4.0,3.0
2867,AMS,NCL,2.5,6.0
2868,AMS,STR,5.5,5.5
2869,AMS,TLL,6.0,16.5
2870,AMS,RHO,18.5,8.0
2871,AMS,KUL,4.5,1.0
2872,AMS,LYS,7.5,0.5
2873,AMS,IKA,20.5,2.5
2874,AMS,SVG,3.0,6.0
2875,AMS,SFO,12.0,16.5
2876,AMS,KYA,1.5,17.5
2877,AMS,GUW,20.5,4.0
2878,AMS,PHL,10.0,16.5
2879,AMS,MAN,13.5,13.0
2880,AMS,HER,13.5,10.0
2881,AMS,LJU,11.5,17.0
2882,AMS,CMN,12.0,0.5
2883,AMS,TBS,4.0,6.0
2884,AMS,BOD,21.5,11.0
2885,AMS,SEN,11.5,2.0
2886,BGY,NYO,11.0,1.0
2887,BGY,TIA,23.0,16.5
2888,BGY,WRO,14.0,0.5
2889,BGY,CTA,1.5,10.5
2890,BGY,PMI,15.0,3.0
2891,BGY,EIN,13.0,1.5
2892,BGY,IBZ,22.5,13.5
2893,BGY,SOF,18.5,13.5
2894,BGY,FUE,7.5,18.5
2895,BGY,SKG,2.0,3.5
2896,BGY,LPA,16.0,5.0
2897,BGY,OTP,19.5,13.5
2898,BGY,BVA,20.5,17.0
2899,BGY,SDR,19.0,17.5
2900,BGY,STN,22.0,17.0
2901,BGY,ALC,10.5,18.0
2902,BGY,MLA,11.0,13.0
2903,BGY,SVQ,8.0,6.0
2904,BGY,VNO,9.0,2.5
2905,BGY,GRO,14.0,3.0
2906,BGY,DUB,20.5,1.0
2907,BGY,FEZ,2.0,9.0
2908,BGY,LBA,4.5,4.0
2909,BGY,CLJ,12.0,11.0
2910,BGY,GDN,16.5,13.0
2911,BGY,PMO,11.0,11.5
2912,BGY,RHO,21.5,5.5
2913,BGY,TSR,15.0,15.5
2914,BGY,PSR,22.0,15.0
2915,BGY,ACE,20.0,17.5
2916,BGY,BDS,23.0,9.0
2917,BGY,TMP,8.5,11.5
2918,BGY,CMN,0.5,10.0
2919,BGY,KRK,5.0,1.0
2920,BLQ,SVQ,20.5,13.0
2921,BLQ,LYS,10.0,13.0
2922,BLQ,AMS,3.0,1.5
2923,BLQ,CAG,11.0,14.5
2924,BLQ,ZAG,21.5,5.0
2925,BLQ,LIS,22.0,9.0
2926,BLQ,IAS,23.0,5.0
2927,BLQ,OTP,3.5,17.0
2928,BLQ,RYG,10.5,3.5
2929,BLQ,BRU,11.5,8.5
2930,BLQ,OLB,1.0,1.5
2931,BLQ,DUB,4.5,13.5
2932,BLQ,BRI,12.5,10.5
2933,BLQ,MUC,16.0,18.0
2934,BLQ,BDS,5.0,4.0
2935,BLQ,CTA,10.5,13.5
2936,BLQ,SUF,23.5,6.5
2937,BLQ,NRN,14.0,17.0
2938,BLQ,SVO,4.0,11.0
2939,BLQ,ORY,9.0,8.5
2940,BLQ,MLA,1.0,4.0
2941,BLQ,CMN,20.0,2.5
2942,BLQ,MAD,2.5,14.0
2943,BLQ,SAW,6.0,17.5
2944,BLQ,ARN,3.0,5.5
2945,BLQ,IST,12.0,12.5
2946,BLQ,TUN,1.5,10.5
2947,BLQ,SOF,23.5,5.5
2948,BLQ,CRL,1.0,17.5
2949,BLQ,KRK,16.5,10.0
2950,BLQ,LHR,21.0,4.0
2951,BRU,SCQ,19.5,18.0
2952,BRU,NAP,9.0,17.0
2953,BRU,LGW,6.0,18.0
2954,BRU,BJM,9.5,4.0
2955,BRU,MAH,1.5,9.0
2956,BRU,RAK,22.5,0.0
2957,BRU,FCO,18.5,18.5
2958,BRU,ZRH,8.5,9.0
2959,BRU,BEY,13.0,15.0
2960,BRU,NCE,1.5,8.5
2961,BRU,PMI,14.0,2.0
2962,BRU,AUH,16.5,1.0
2963,BRU,IBZ,21.5,13.5
2964,BRU,SAW,18.0,12.5
2965,BRU,SOF,18.5,1.5
2966,BRU,AOE,5.5,13.5
2967,BRU,JMK,15.5,2.0
2968,BRU,NSI,1.0,8.5
2969,BRU,IAD,2.0,0.5
2970,BRU,BUD,11.5,3.5
2971,BRU,ADB,0.5,5.0
2972,BRU,LPA,12.5,15.5
2973,BRU,BCN,4.0,13.0
2974,BRU,HAM,23.5,5.0
2975,BRU,VCE,11.0,1.5
2976,BRU,CPH,12.5,14.5
2977,BRU,GVA,23.5,1.5
2978,BRU,MUC,9.5,5.5
2979,BRU,PFO,1.5,11.5
2980,BRU,DBV,4.0,12.5
2981,BRU,ORK,12.0,2.0
2982,BRU,BLL,13.5,0.5
2983,BRU,GOT,22.0,9.5
2984,BRU,SXB,4.0,13.0
2985,BRU,COO,16.5,15.5
2986,BRU,ATH,3.5,12.0
2987,BRU,LHR,18.5,11.5
2988,BRU,FAO,19.5,3.5
2989,BRU,ORD,0.5,10.5
2990,BRU,SVQ,12.0,4.5
2991,BRU,NTE,2.5,6.5
2992,BRU,AMS,3.5,2.5
2993,BRU,ZTH,19.5,3.0
2994,BRU,FRA,0.5,9.5
2995,BRU,BIO,7.0,7.5
2996,BRU,KEF,23.5,11.0
2997,BRU,DUB,18.0,14.0
2998,BRU,BSL,4.5,18.5
2999,BRU,FNC,13.0,12.0
3000,BRU,LEI,6.0,1.5
3001,BRU,ABJ,5.0,9.0
3002,BRU,MAD,19.0,13.0
3003,BRU,KGS,14.0,4.0
3004,BRU,ARN,13.5,3.5
3005,BRU,YYZ,21.5,8.5
3006,BRU,STR,21.0,2.0
3007,BRU,HAJ,14.5,4.5
3008,BRU,AGP,1.0,6.0
3009,BRU,LAD,4.5,6.0
3010,BRU,LYS,10.0,3.0
3011,BRU,BIA,15.0,6.5
3012,BRU,DJE,4.0,2.0
3013,BRU,PHL,7.5,11.5
3014,BRU,CHQ,17.0,8.5
3015,BRU,FNA,18.5,18.0
3016,BRU,MAN,20.5,3.5
3017,BRU,YUL,2.0,16.5
3018,BRU,ATL,3.0,4.0
3019,BRU,BRS,2.5,10.5
3020,BRU,CAI,21.5,14.0
3021,BRU,IST,13.0,6.5
3022,BRU,BOD,6.0,10.0
3023,BRU,JFK,15.5,10.5
3024,BRU,MXP,6.0,0.5
3025,BRU,EMA,22.5,5.0
3026,CGN,NAP,14.0,12.0
3027,CGN,LGW,16.5,15.5
3028,CGN,MAH,20.5,13.0
3029,CGN,NDR,21.0,11.0
3030,CGN,FCO,2.5,10.5
3031,CGN,ALG,14.0,8.0
3032,CGN,TLV,20.5,15.5
3033,CGN,RLG,0.0,18.0
3034,CGN,XRY,18.0,6.5
3035,CGN,SAW,8.0,15.5
3036,CGN,TFS,22.5,15.5
3037,CGN,JMK,4.5,1.5
3038,CGN,ZAD,13.0,0.0
3039,CGN,WAW,19.0,0.5
3040,CGN,PRG,3.0,16.0
3041,CGN,BHX,1.0,15.0
3042,CGN,ADB,18.0,3.0
3043,CGN,BCN,0.5,4.0
3044,CGN,SZG,16.0,17.0
3045,CGN,OSL,17.5,16.0
3046,CGN,LEJ,15.0,15.0
3047,CGN,SJJ,15.0,16.5
3048,CGN,BLQ,7.0,6.5
3049,CGN,DBV,15.5,4.0
3050,CGN,ESB,4.0,11.0
3051,CGN,ATH,3.0,18.5
3052,CGN,AYT,4.0,14.5
3053,CGN,FAO,2.5,14.5
3054,CGN,TXL,1.0,13.5
3055,CGN,PSA,12.0,10.0
3056,CGN,GRO,21.0,12.5
3057,CGN,CFU,14.5,6.0
3058,CGN,DUB,0.0,3.0
3059,CGN,SUF,8.5,5.5
3060,CGN,SPU,18.5,4.0
3061,CGN,ARN,17.5,12.0
3062,CGN,PMO,3.0,10.5
3063,CGN,JTR,19.5,9.5
3064,CGN,AGP,3.5,1.5
3065,CGN,IKA,0.5,5.0
3066,CGN,BIA,18.5,12.5
3067,CGN,PUY,2.0,15.5
3068,CGN,HRG,18.5,13.0
3069,CGN,ACE,1.5,0.0
3070,CGN,MAN,10.5,5.5
3071,CGN,IST,12.0,2.0
3072,CGN,KLU,3.0,18.5
3073,CGN,BRN,22.0,1.0
3074,CMN,BRU,8.5,16.5
3075,CMN,RAK,23.5,0.0
3076,CMN,FCO,12.0,4.0
3077,CMN,BEY,8.5,16.5
3078,CMN,NCE,20.5,13.0
3079,CMN,BGY,20.5,0.5
3080,CMN,SAW,17.0,13.0
3081,CMN,CKY,22.5,11.5
3082,CMN,LIS,0.0,16.0
3083,CMN,FIH,5.5,3.5
3084,CMN,TFN,14.0,17.0
3085,CMN,BCN,19.0,12.5
3086,CMN,LBV,16.5,11.0
3087,CMN,CUF,13.5,6.5
3088,CMN,GVA,6.5,11.0
3089,CMN,TRN,14.0,15.0
3090,CMN,BLQ,20.0,5.5
3091,CMN,JED,23.0,14.0
3092,CMN,SXB,10.5,5.0
3093,CMN,COO,22.0,3.5
3094,CMN,MRS,14.0,12.5
3095,CMN,TXL,3.5,7.5
3096,CMN,RBA,10.0,10.5
3097,CMN,FEZ,12.0,8.0
3098,CMN,TIP,18.0,7.5
3099,CMN,PNR,23.0,0.0
3100,CMN,ABJ,16.0,17.0
3101,CMN,ARN,2.5,7.5
3102,CMN,MAD,14.0,17.0
3103,CMN,AGP,8.0,4.0
3104,CMN,DLA,4.0,10.0
3105,CMN,LAD,3.5,0.5
3106,CMN,LYS,20.0,9.5
3107,CMN,BKO,3.5,14.5
3108,CMN,OUZ,23.0,11.5
3109,CMN,TTU,11.0,4.5
3110,CMN,BEN,5.0,14.5
3111,CMN,FNA,9.5,17.5
3112,CMN,GRU,22.5,2.0
3113,CMN,CAI,6.5,6.5
3114,CMN,JFK,12.0,15.0
3115,CMN,DXB,9.0,0.0
3116,CMN,VIL,21.0,10.5
3117,FEZ,BGY,16.5,8.0
3118,FEZ,PSA,13.5,11.5
3119,FEZ,EIN,21.0,12.0
3120,FEZ,BVA,8.0,12.5
3121,FEZ,MRS,10.0,6.5
3122,FEZ,MPL,18.0,6.0
3123,LYS,SVQ,22.5,9.5
3124,LYS,NTE,17.0,7.0
3125,LYS,AMS,14.5,14.5
3126,LYS,CDG,2.0,3.0
3127,LYS,LIS,10.0,9.5
3128,LYS,LRT,16.0,13.5
3129,LYS,CFR,17.0,1.5
3130,LYS,FRA,1.5,7.0
3131,LYS,AGP,2.0,3.5
3132,LYS,AGA,4.0,18.5
3133,LYS,ADB,15.0,9.0
3134,LYS,AJA,8.5,8.5
3135,LYS,RNS,9.5,1.0
3136,LYS,LGW,21.5,4.5
3137,LYS,DJE,19.0,17.5
3138,LYS,BRU,19.0,15.0
3139,LYS,TLS,10.5,13.0
3140,LYS,FLR,23.5,14.5
3141,LYS,MUC,20.5,7.0
3142,LYS,RAK,8.0,13.5
3143,LYS,BLQ,4.0,6.0
3144,LYS,ZRH,14.0,1.5
3145,LYS,QSF,3.5,15.0
3146,LYS,YUL,21.5,0.0
3147,LYS,OPO,17.0,12.5
3148,LYS,HER,20.0,13.5
3149,LYS,ORY,1.0,7.0
3150,LYS,GOT,7.5,17.5
3151,LYS,MLA,8.0,6.0
3152,LYS,CFE,20.5,7.0
3153,LYS,TLM,1.0,2.0
3154,LYS,CMN,1.5,4.5
3155,LYS,IST,4.5,11.0
3156,LYS,ATH,10.5,8.0
3157,LYS,LIL,15.0,17.0
3158,LYS,VIE,2.5,13.5
3159,LYS,TUN,10.5,6.0
3160,LYS,ETZ,7.0,18.0
3161,MPL,LYS,17.0,10.0
3162,MPL,CDG,5.0,6.0
3163,MPL,FRA,15.5,1.0
3164,MPL,LGW,17.0,13.0
3165,MPL,DUS,14.5,7.0
3166,MPL,LIL,12.5,16.5
3167,MPL,RTM,16.0,8.0
3168,NDR,AMS,10.0,17.0
3169,NDR,CMN,8.0,3.5
3170,NDR,BCN,23.5,8.0
3171,NDR,MRS,4.0,17.0
3172,NDR,MPL,10.0,13.5
3173,NDR,CRL,5.5,0.0
3174,NDR,CGN,17.5,2.0
3175,PMI,SCQ,17.5,3.0
3176,PMI,LGW,12.0,16.5
3177,PMI,MAH,7.0,2.5
3178,PMI,BGO,15.5,2.5
3179,PMI,NDR,4.0,9.5
3180,PMI,FKB,13.0,0.0
3181,PMI,ALG,18.5,2.0
3182,PMI,VLC,17.0,9.0
3183,PMI,GRZ,21.5,7.0
3184,PMI,IBZ,21.0,14.5
3185,PMI,XRY,8.5,10.5
3186,PMI,FDH,16.5,9.0
3187,PMI,BHD,5.0,4.0
3188,PMI,LGG,20.5,3.5
3189,PMI,OVD,17.0,3.5
3190,PMI,GRQ,9.5,10.0
3191,PMI,HEL,4.0,9.5
3192,PMI,BVA,0.0,4.0
3193,PMI,TLS,4.0,3.5
3194,PMI,OSL,7.5,6.0
3195,PMI,MUC,14.0,16.0
3196,PMI,SDR,5.5,1.5
3197,PMI,PAD,18.5,11.5
3198,PMI,STN,23.0,8.5
3199,PMI,BLQ,12.0,17.0
3200,PMI,ORK,20.0,5.0
3201,PMI,HHN,22.5,10.5
3202,PMI,BLL,13.0,18.5
3203,PMI,INN,3.0,6.5
3204,PMI,SVQ,22.0,1.5
3205,PMI,NTE,4.5,2.5
3206,PMI,MRS,17.5,10.0
3207,PMI,BFS,8.5,3.5
3208,PMI,FRA,13.5,11.0
3209,PMI,TXL,22.0,16.0
3210,PMI,AAR,2.0,11.5
3211,PMI,MST,16.0,15.5
3212,PMI,SXF,5.0,16.5
3213,PMI,LEI,3.0,18.5
3214,PMI,KUN,4.5,14.5
3215,PMI,SNN,20.0,4.5
3216,PMI,MAD,16.0,13.0
3217,PMI,STR,13.0,17.0
3218,PMI,AGP,6.0,17.5
3219,PMI,ZQW,0.5,4.5
3220,PMI,GLA,11.5,10.0
3221,PMI,GSE,20.5,0.5
3222,PMI,BOD,3.5,3.5
3223,SAW,NUE,21.5,0.5
3224,SAW,TZX,0.5,18.0
3225,SAW,BJV,18.5,1.0
3226,SAW,OMS,11.5,5.0
3227,SAW,FCO,10.5,3.5
3228,SAW,EBU,7.0,18.5
3229,SAW,MRV,23.5,7.0
3230,SAW,MED,10.5,15.0
3231,SAW,ALA,16.0,2.0
3232,SAW,OTP,7.5,2.5
3233,SAW,HAM,13.5,4.0
3234,SAW,CPH,0.0,18.0
3235,SAW,RUH,3.5,13.0
3236,SAW,MUC,22.5,12.5
3237,SAW,SKP,2.0,11.5
3238,SAW,BLQ,15.5,7.0
3239,SAW,MLX,11.5,17.0
3240,SAW,ESB,7.5,8.0
3241,SAW,JED,13.5,8.5
3242,SAW,MLA,3.0,4.0
3243,SAW,HRK,13.0,4.5
3244,SAW,ATH,17.5,14.5
3245,SAW,AYT,16.0,0.5
3246,SAW,HTY,6.5,11.0
3247,SAW,GNY,20.5,2.0
3248,SAW,EZS,0.5,16.0
3249,SAW,CDG,19.0,15.5
3250,SAW,MRS,14.0,5.0
3251,SAW,CGN,5.5,16.5
3252,SAW,DOK,15.0,9.0
3253,SAW,PRN,5.0,11.5
3254,SAW,SXF,23.0,2.5
3255,SAW,BAL,13.5,2.5
3256,SAW,MAD,1.5,4.5
3257,SAW,ARN,1.5,1.0
3258,SAW,DUS,23.0,8.5
3259,SAW,KSY,4.5,11.0
3260,SAW,HAJ,13.5,18.5
3261,SAW,CRL,21.5,4.5
3262,SAW,RTM,7.5,18.5
3263,SAW,GZP,1.5,5.0
3264,SAW,DIY,14.0,16.5
3265,SAW,IKA,18.0,18.5
3266,SAW,SHJ,7.0,16.5
3267,SAW,ERZ,3.0,4.5
3268,SAW,TBS,5.5,18.0
3269,SAW,RIX,3.5,4.5
3270,SAW,MXP,8.5,13.5
3271,SAW,VIE,7.5,12.0
3272,TLS,NTE,18.0,17.0
3273,TLS,MRS,15.5,3.5
3274,TLS,LIS,13.5,5.0
3275,TLS,FRA,21.5,12.0
3276,TLS,LGW,8.0,5.5
3277,TLS,BRE,12.0,11.5
3278,TLS,DUB,11.0,4.5
3279,TLS,GVA,8.0,10.5
3280,TLS,MUC,14.0,18.0
3281,TLS,BSL,22.0,15.5
3282,TLS,ALG,8.5,0.5
3283,TLS,YUL,0.5,7.5
3284,TLS,BRS,6.0,1.5
3285,TLS,CEG,10.0,12.0
3286,TLS,IST,19.0,13.5
3287,TLS,LHR,18.0,17.0
3288,TNG,LGW,3.5,10.5
3289,TNG,AMS,21.0,4.0
3290,TNG,BCN,21.0,11.5
3291,TNG,BVA,2.5,9.0
3292,TNG,LIS,13.0,15.0
3293,TNG,LHR,16.5,18.5
3294,TNG,ORY,4.5,5.5
3295,TSF,NYO,0.5,10.5
3296,TSF,PRG,0.5,17.0
3297,TSF,BUD,5.5,11.5
3298,TSF,BRU,10.5,3.0
3299,TSF,BCN,17.0,6.0
3300,TSF,KIV,10.5,1.5
3301,TSF,LBA,21.0,10.5
3302,TSF,BRI,2.5,14.5
3303,TSF,BDS,7.5,7.0
3304,TSF,CTA,17.5,0.5
3305,TSF,STN,17.5,0.0
3306,TSF,SKP,10.0,6.0
3307,TSF,SUF,23.0,4.0
3308,TSF,VLC,19.0,8.5
3309,TSF,HHN,7.5,6.5
3310,TSF,BRS,22.5,16.5
3311,TSF,BLL,12.0,6.5
3312,TSF,CMN,20.5,6.5
3313,TSF,CRL,13.5,17.0
3314,TSF,AGP,15.5,10.5
3315,TSF,EMA,0.0,17.0
3316,AUA,MAR,2.0,11.5
3317,AUA,AMS,16.5,9.5
3318,AUA,MCO,20.5,6.0
3319,AUA,IAD,10.0,18.0
3320,AUA,CUR,13.5,17.5
3321,AUA,PHL,17.0,16.5
3322,AUA,BWI,9.0,4.5
3323,AUA,MIA,5.0,14.0
3324,AUA,YYZ,5.5,0.0
3325,AUA,PBM,16.0,12.0
3326,AUA,CLT,0.5,10.5
3327,BON,AMS,11.0,2.5
3328,BON,AUA,7.0,15.5
3329,BON,ATL,23.0,16.5
3330,CUR,VLN,19.5,3.5
3331,CUR,MAR,18.5,1.5
3332,CUR,AMS,9.5,17.0
3333,CUR,BON,0.0,8.5
3334,CUR,LSP,21.0,3.0
3335,CUR,KIN,6.0,12.0
3336,CUR,SXM,0.5,7.0
3337,CUR,BRM,8.5,4.0
3338,CUR,MDE,15.0,1.5
3339,CUR,AUA,2.0,0.5
3340,CUR,CCS,10.5,6.0
3341,CUR,PBM,1.5,10.5
3342,CUR,DUS,10.5,8.0
3343,CUR,SDQ,12.5,17.0
3344,LSP,CUR,23.0,11.5
3345,LSP,CCS,2.5,5.5
3346,MAR,VLN,23.5,8.0
3347,MAR,AUA,22.5,18.5
3348,MAR,CUR,17.0,14.0
3349,MAR,PBL,3.5,16.0
3350,BHK,LED,18.5,16.0
3351,BHK,TAS,17.5,9.5
3352,BHK,DME,8.0,1.5
3353,FEG,OVB,9.0,18.5
3354,KSQ,LED,23.0,2.5
3355,KSQ,TAS,4.0,2.5
3356,KSQ,DME,1.5,9.0
3357,NMA,SVX,22.5,6.0
3358,NMA,LED,8.5,15.0
3359,NMA,TAS,21.5,2.0
3360,NVI,LED,11.0,15.0
3361,NVI,TAS,7.5,14.5
3362,NVI,DME,12.5,17.0
3363,SKD,DME,0.0,11.0
3364,SKD,KZN,6.0,13.0
3365,SKD,TAS,2.5,5.0
3366,TIV,LED,5.0,9.5
3367,ANU,NEV,13.0,5.5
3368,ANU,PUJ,13.0,14.0
3369,ANU,FRA,14.5,14.5
3370,ANU,EWR,9.0,4.0
3371,ANU,SBH,13.0,7.5
3372,ANU,JFK,4.0,18.0
3373,ANU,YYZ,12.0,15.0
3374,CAY,PBM,0.5,8.5
3375,DOM,BGI,16.5,7.0
3376,DOM,STT,7.0,13.0
3377,DOM,EIS,3.0,11.0
3378,DOM,SJU,9.0,11.0
3379,DOM,ANU,1.5,13.5
3380,FDF,SLU,21.5,11.0
3381,FDF,PTP,6.5,9.5
3382,FDF,YUL,22.5,10.0
3383,FDF,SDQ,7.5,11.5
3384,FDF,ORY,6.0,0.5
3385,PTP,MIA,5.5,9.5
3386,PTP,FDF,2.5,14.0
3387,PTP,SXM,22.0,0.0
3388,PTP,SBH,14.5,7.0
3389,PTP,SFG,23.5,13.5
3390,PTP,YUL,19.0,1.0
3391,PTP,ANU,20.0,13.0
3392,SBH,SAB,0.0,1.0
3393,SBH,STT,15.0,18.5
3394,SBH,SXM,16.0,5.0
3395,SDQ,BOS,18.5,1.0
3396,SDQ,MCO,17.5,1.5
3397,SDQ,PTP,4.5,4.0
3398,SDQ,LIM,0.5,11.0
3399,SDQ,FRA,6.5,12.5
3400,SDQ,KIN,5.0,10.5
3401,SDQ,GIG,0.5,3.5
3402,SDQ,CUR,14.5,3.5
3403,SDQ,PHL,6.0,16.5
3404,SDQ,PTY,19.0,11.0
3405,SDQ,ANU,9.5,8.0
3406,SDQ,HAV,1.5,10.5
3407,SDQ,BOG,2.0,11.5
3408,SDQ,GRU,20.5,7.5
3409,SDQ,ATL,13.0,1.0
3410,SDQ,MIA,6.5,0.0
3411,SDQ,ORY,11.0,14.0
3412,SDQ,FLL,22.5,1.0
3413,SDQ,JFK,10.0,5.5
3414,SFG,PTP,13.5,7.0
3415,SLU,BGI,10.0,0.0
3416,SLU,SVD,20.5,16.5
3417,SLU,DOM,5.0,8.5
3418,SXM,NEV,16.0,0.5
3419,SXM,EUX,4.0,9.0
3420,SXM,CDG,0.0,1.5
3421,SXM,SKB,0.0,8.0
3422,SXM,DOM,7.0,18.0
3423,SXM,EIS,9.0,11.5
3424,SXM,EWR,7.5,12.5
3425,SXM,PTY,5.0,8.5
3426,SXM,ANU,11.5,7.5
3427,SXM,AXA,8.5,10.0
3428,SXM,ORY,21.5,14.5
3429,SXM,ATL,14.0,5.0
3430,SXM,MIA,1.0,5.5
3431,SXM,PAP,6.5,1.0
3432,SXM,FLL,21.5,6.0
3433,SXM,STT,6.5,11.0
3434,SXM,JFK,20.5,13.5
3435,SXM,CLT,3.5,13.0
3436,SXM,SDQ,18.0,5.5
3437,BHY,SJW,14.5,15.0
3438,BHY,PVG,16.5,15.0
3439,BHY,LYA,17.5,1.5
3440,BHY,PEK,12.0,16.5
3441,BHY,KMG,8.0,5.5
3442,BHY,HGH,15.5,10.5
3443,BHY,CKG,10.5,7.0
3444,BHY,CAN,7.5,9.5
